"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:1990090","cellular response to nerve growth factor stimulus","21/4439","47/18842",0.446808510638298,1.89654560879631,3.41639610966659,0.00115176378061855,0.0123134018727946,0.0123134018727946,"WASF1/E2F1/CSTF2/PARP1/HES1/CBL/CREB1/CSNK1E/LCN2/FOXO3/PTPN1/ACAP2/BPTF/CIB1/RAPGEF1/ARF6/AKT1/RAPGEF2/RAB35/KIDINS220/EHD1",21
"BP","GO:0140895","cell surface toll-like receptor signaling pathway","29/4439","72/18842",0.402777777777778,1.70965057195064,3.34924359866389,0.00116511955601811,0.0124335807429882,0.0124335807429882,"RELA/MAP3K7/TNFAIP3/SQSTM1/SCIMP/ZNRF1/CYBA/NINJ1/APPL1/ACOD1/IRAK4/TLR2/NR1D1/TICAM1/IFI35/CD14/IRAK1/TNIP3/F2RL1/TNIP2/LYN/TLR4/NFKBIA/PJA2/IRAK2/RIPK2/MYD88/TLR5/LTF",29
"BP","GO:1900182","positive regulation of protein localization to nucleus","33/4439","85/18842",0.388235294117647,1.64792282310536,3.32367935021514,0.00117773552105309,0.0125454435938264,0.0125454435938264,"TGFB1/TCP1/ZC3H12A/XBP1/PARP1/LIMK2/BAG3/LARP7/EDN1/CCT3/ECT2/EFCAB7/TYK2/CCT6A/MEPCE/MCRS1/ZPR1/CDKN2A/DTX3L/SESN2/TARDBP/TFRC/FLNA/CDK1/AKT1/NMD3/CCT7/SMAD3/HSP90AA1/PPP3CB/PRKCD/TPR/CCT4",33
"BP","GO:0032535","regulation of cellular component size","93/4439","297/18842",0.313131313131313,1.32913273305253,3.17397826814734,0.00127059762314985,0.0135101519423528,0.0135101519423528,"ARFGEF1/BMPR2/ADD2/PUM2/VAV3/MAP3K7/RTN4/VEGFA/EZR/SPP1/AKT1S1/CSF3/PLXNA3/PTEN/PAK1/VASP/SNAPIN/TMOD3/TMOD4/CFL1/ARHGAP4/CCR7/SNX9/NCK1/PLEK/OXSR1/CAPZB/ARPC5L/PEX11G/EDN1/BIN1/RIN3/ZFYVE27/SPTBN5/NTN1/LATS1/DNM1/MYADM/CCDC51/WDR1/SMURF1/MTOR/CFL2/SHTN1/LRRC8A/BORCS6/EPS8/MACF1/VAV2/DNM2/SPTAN1/ANAPC2/BAG4/DNAJC16/ESAM/KCNK6/ADD3/RAB5A/CDKL5/CLCN3/RARG/ARF6/CDC42EP4/DAAM2/F2RL1/TMSB4X/GDI1/VIM/RHOA/PEX11A/L1CAM/PEX11B/HSP90AA1/FER/HP1BP3/RGMA/RDX/PLEKHG2/APOE/CLCN6/DIP2B/PFN1/MAG/TMOD2/PRKCD/CLNS1A/ULK1/NEB/RAP1GAP2/VAV1/WNK1/ANO6/FCHSD1",93
"BP","GO:0008333","endosome to lysosome transport","27/4439","66/18842",0.409090909090909,1.73644760285896,3.32721104702392,0.00128928645465903,0.0136594673034145,0.0136594673034145,"VPS33A/MGRN1/TRAK2/SNAPIN/VPS41/RILP/BIN1/DENND3/CHMP1B/HOOK3/VPS11/DTX3L/VIPAS39/ARL8B/RHOB/CHMP1A/UEVLD/RAB12/CHMP7/EPG5/VPS16/VPS18/CHMP2A/SNX27/VCP/TGFBRAP1/CHMP4B",27
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","27/4439","66/18842",0.409090909090909,1.73644760285896,3.32721104702392,0.00128928645465903,0.0136594673034145,0.0136594673034145,"CD80/ZC3H12A/SMAD7/SOCS5/NFKBID/IL23A/BRD2/NLRP3/RUNX1/CD69/JAK3/NFKBIZ/HLA-DRA/IL27/PRDM1/IL12RB1/SOCS1/RHOA/RC3H1/TNFSF18/RARA/LILRB4/PNP/NKAP/LGALS1/ZBTB16/KLHL25",27
"BP","GO:0006605","protein targeting","69/4439","210/18842",0.328571428571429,1.39467061435973,3.19288126298277,0.00130731828980001,0.0138255963022015,0.0138255963022015,"ATG3/SGTA/GNPTG/VPS52/OS9/CLU/ICMT/PRKCI/TRAK2/AP4E1/PEX1/PEX16/PAK1/PML/VPS41/TCAF2/AKT2/SQSTM1/HGS/NCOA4/PEX12/INPP5K/NACAD/SRP19/EDEM1/GBP5/CDC37/SRP9/C2CD5/UBL4A/RTP5/SMURF1/MIEF1/SSR4/MON2/PRNP/TCAF1/MYO1C/CIB1/VPS37B/ZDHHC18/LAPTM5/PIK3C3/AP3M1/HOMER3/ZDHHC7/ZDHHC6/RABGEF1/LONP2/GDI1/SRP68/SEC61A1/MON1A/VPS54/GNPTAB/BAG6/VPS51/HSPA8/MIEF2/SRPRB/VPS37C/ZDHHC9/SSR3/ZFAND2B/RTP4/TAOK2/SSR1/CHM/CHMP4B",69
"BP","GO:0002313","mature B cell differentiation involved in immune response","14/4439","27/18842",0.518518518518518,2.20092947193646,3.46669265771583,0.00131981056194335,0.0139076811903708,0.0139076811903708,"LFNG/XBP1/ST3GAL1/DOCK11/MFNG/SPI1/GPR183/FCGR2B/NFKBIZ/JMJD1C/IL10/DLL1/PHF14/IL6",14
"BP","GO:0110154","RNA decapping","14/4439","27/18842",0.518518518518518,2.20092947193646,3.46669265771583,0.00131981056194335,0.0139076811903708,0.0139076811903708,"DDX6/DCP1A/EDC4/NUDT16/DCPS/LSM6/DCP1B/EDC3/CAPRIN1/NUDT3/DCP2/EIF4ENIF1/DXO/ZFP36",14
"BP","GO:0034644","cellular response to UV","31/4439","79/18842",0.392405063291139,1.66562203255951,3.29122946397098,0.0013346756802569,0.0140391645794465,0.0140391645794465,"CUL4B/POLD3/SDE2/CASP9/PCNA/MAPK11/PARP1/MAPK13/MYC/TIMP1/NLRP1/NOC2L/USP28/OPN3/MAPK14/POLK/XPC/CDKN1A/FBXW7/EIF2S1/MMP9/MME/TAF1/CUL4A/KDM1A/MFAP4/TRIAP1/TP53/PRKCD/ERCC4/ATF4",31
"BP","GO:0071479","cellular response to ionizing radiation","26/4439","63/18842",0.412698412698413,1.75176019194942,3.31803861081491,0.00135048627709893,0.0140805657334879,0.0140805657334879,"TGFB1/GADD45A/FIGNL1/TSPYL5/INTS7/XRCC5/HSF1/CYBA/EEF1D/IFI16/ECT2/ELK1/LCN2/MAPK14/BRCC3/CDKN1A/TNF/BRCA1/RHOB/ATM/NIPBL/TNKS1BP1/EGR1/KDM1A/NET1/TP53",26
"BP","GO:0097352","autophagosome maturation","26/4439","63/18842",0.412698412698413,1.75176019194942,3.31803861081491,0.00135048627709893,0.0140805657334879,0.0140805657334879,"MAP1LC3B/VPS33A/UBQLN4/ATP2A2/CLEC16A/TBC1D25/MAP1LC3A/LIX1L/CHMP1B/TOM1/GABARAPL1/MAP1LC3B2/CHMP1A/CHMP7/PIK3C3/PHF23/SMCR8/EPG5/VPS16/MFSD8/STX17/CHMP4BP1/CHMP2A/VCP/RUBCNL/CHMP4B",26
"BP","GO:0141137","positive regulation of gene expression, epigenetic","26/4439","63/18842",0.412698412698413,1.75176019194942,3.31803861081491,0.00135048627709893,0.0140805657334879,0.0140805657334879,"VPS72/KMT2A/BRD7/SPI1/ARID1A/APEX1/SIRT7/NOC2L/RBBP5/ASH2L/SMARCA4/ALKBH4/ARID5B/WBP2/ARID1B/APOBEC3A/DPY30/RBM14/EGR1/KDM1A/USP21/APOBEC3F/TP53/MACROH2A1/ATF2/SMARCD1",26
"BP","GO:0006895","Golgi to endosome transport","11/4439","19/18842",0.578947368421053,2.45742877129747,3.52848101496504,0.00135297953051372,0.0140805657334879,0.0140805657334879,"SYS1/RAB14/MON2/EPS15/CORO7/KIF16B/AP1AR/DOP1A/VPS13C/WIPI1/DOP1B",11
"BP","GO:0010968","regulation of microtubule nucleation","11/4439","19/18842",0.578947368421053,2.45742877129747,3.52848101496504,0.00135297953051372,0.0140805657334879,0.0140805657334879,"HAUS1/HAUS7/PAK1/HAUS6/MECP2/HAUS8/HSPA1B/HAUS5/HSPA1A/PDE4DIP/CKAP5",11
"BP","GO:0160240","RNA polymerase II transcription initiation surveillance","11/4439","19/18842",0.578947368421053,2.45742877129747,3.52848101496504,0.00135297953051372,0.0140805657334879,0.0140805657334879,"INTS10/INTS13/INTS7/INTS2/PPP2CA/ARMC5/INTS3/INTS11/INTS6/INTS5/INTS8",11
"BP","GO:0010867","positive regulation of triglyceride biosynthetic process","9/4439","14/18842",0.642857142857143,2.72870337592122,3.59211696954878,0.00136418422875178,0.014147095705574,0.014147095705574,"KAT5/CTDNEP1/PLIN5/SLC27A1/NR1H2/MFSD2A/DGAT2/SREBF1/LDLR",9
"BP","GO:0070424","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","9/4439","14/18842",0.642857142857143,2.72870337592122,3.59211696954878,0.00136418422875178,0.014147095705574,0.014147095705574,"SLC15A3/TNFAIP3/HSPA1B/SLC46A2/BIRC3/SLC15A4/ERBIN/HSPA1A/SLC15A2",9
"BP","GO:1902106","negative regulation of leukocyte differentiation","40/4439","109/18842",0.36697247706422,1.55766961316604,3.24156422172477,0.00137654581960642,0.01425015742832,0.01425015742832,"INPP5D/GPR137/ZC3H12A/ZC3H8/SMAD7/CCL3/SOCS5/IRF1/PSMB2/MYC/TRIB1/C1QC/ID2/TMEM176B/TMEM131L/RUNX1/FCGR2B/CD69/JAK3/FBXW7/CDKN2A/PSMA7/SOCS1/FSTL3/RC3H1/ZFPM1/TNFAIP6/TNFSF18/RARA/LYN/TLR4/LILRB4/MAFB/PSMA1/PSMB4/PSMA6/CDK6/LGALS1/IFNB1/LTF",40
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","34/4439","89/18842",0.382022471910112,1.62155156921161,3.26290824030907,0.00138794118302904,0.0143177090459838,0.0143177090459838,"TGFB1/INPP5D/LAMP1/ICAM1/CD1A/ULBP1/IL23A/HAVCR2/PIK3R6/SPI1/CD226/STX7/HLA-B/NECTIN4/KLRD1/HLA-E/HLA-A/MICA/DNASE1/LGALS9/FCGR2B/HLA-C/HLA-DRA/AP1G1/HLA-F/SERPINB9/IL12RB1/ARRB2/PIK3C3/F2RL1/NECTIN2/CRTAM/ULBP2/CD160",34
"BP","GO:0010507","negative regulation of autophagy","34/4439","89/18842",0.382022471910112,1.62155156921161,3.26290824030907,0.00138794118302904,0.0143177090459838,0.0143177090459838,"TAB3/BCL2/MET/UBQLN4/FBXL4/SIRT2/HDAC6/CLEC16A/HGF/TBC1D14/SLC7A5/LYPLA1/EIF4G1/RRAGD/MCL1/TRIM27/MTMR9/MTOR/CTSA/HTRA2/EIF4G2/NRBP2/ZKSCAN3/FOXK2/QSOX1/IL10/AKT1/PHF23/SMCR8/LRRK2/USP36/SNRNP70/VPS13C/WNK1",34
"BP","GO:0051701","biological process involved in interaction with host","57/4439","168/18842",0.339285714285714,1.44014900395842,3.18129361613459,0.00144076489837146,0.014836598252932,0.014836598252932,"VAPA/CD80/LAMP1/ICAM1/TNFRSF14/TRIM5/ILF3/CD81/DAG1/CD55/TRIM25/TRIM21/SLAMF1/SLC3A2/DYNLT1/CBL/CCR5/NECTIN4/EXOC2/TNFRSF4/HSPA1B/CHMP1B/CLEC5A/LGALS9/SLC7A1/JPT2/TRIM62/GAS6/EPS15/NUP153/TRIM11/CTSL/ARL8B/CHMP1A/VPS37B/TFRC/CHMP7/CDK1/CXCL8/SRC/NECTIN2/MYH10/GRK2/EXOC7/XPR1/FURIN/ITGB7/CHMP4BP1/CHMP2A/LGALS1/HSPA1A/LDLR/CTSB/AXL/LRP1/LTF/CHMP4B",57
"BP","GO:0032944","regulation of mononuclear cell proliferation","66/4439","200/18842",0.33,1.40073439963956,3.16295809032204,0.00145126708535694,0.0149186196886343,0.0149186196886343,"CD80/IL1A/TNFSF8/TNFRSF14/VAV3/CEBPB/BCL2/ZNF335/CD81/CD55/IL23A/HAVCR2/CD22/FCRL3/IRF1/TNFRSF21/CD74/CD70/SLAMF1/CCL5/NCK1/CLCF1/SASH3/IL27RA/HLA-DPA1/HLA-E/GPR183/TMEM131L/HLA-A/TNFRSF4/MEF2C/EBI3/LGALS9/SLC7A1/IL1B/FCGR2B/TYK2/PRKAR1A/HLA-DPB1/MNDA/RIPOR2/CCR2/LGALS3/CSF1/CDKN2A/IL27/PRNP/SDC4/AHR/RAC2/IL12RB1/LILRB2/IL4I1/CD276/IL7/ATM/TFRC/LAPTM5/IL10/RC3H1/TNFSF18/CRTAM/LYN/LILRB4/PNP/IL6",66
"BP","GO:0033209","tumor necrosis factor-mediated signaling pathway","44/4439","123/18842",0.357723577235772,1.51841127332201,3.20223896413607,0.00148747293306603,0.0152641201508347,0.0152641201508347,"TNFRSF18/TNFRSF14/RELA/TXNDC17/TNFRSF25/TNFAIP3/CYLD/CARD8/DICER1/IKBKB/TRAF1/CD70/MAPKAPK2/SYK/CDK5R1/ADAM17/TNFRSF4/HSPA1B/FOXO3/MAPK14/PPP2CB/TRIM27/SPPL2B/GAS6/SPHK1/TNF/BIRC3/SPPL2A/LAPTM5/ACTN4/F2RL1/TMSB4X/SPATA2/TNFSF18/SHARPIN/NFKBIA/TRAF3IP2/AIM2/EIF5A/HSPA1A/TP53/MMP8/MIB2/ULK1",44
"BP","GO:0043414","macromolecule methylation","46/4439","130/18842",0.353846153846154,1.50195296931048,3.18817877629685,0.00152421803109424,0.0156139408063313,0.0156139408063313,"BUD23/SARS1/TRMT6/TRMO/METTL25B/FTSJ3/METTL8/ICMT/LSM11/ETF1/SETD2/MRM1/NOP2/TFB1M/TRMT61B/METTL2B/SNRPD3/LARP7/EEF1AKMT1/EMG1/LSM10/VCPKMT/NSUN4/TRMT1L/EHMT2/TRMT13/MEPCE/SNRPB/PCMT1/THUMPD3/METTL5/METTL21A/NDUFAF7/HENMT1/NSUN6/NSUN5/NOP56/AKT1/SETD3/METTL18/GSPT1/EEF1AKMT3/TRMT2B/METTL1/RNMT/TRMT61A",46
"BP","GO:0002446","neutrophil mediated immunity","16/4439","33/18842",0.484848484848485,2.05801197375876,3.37701326378552,0.00153394719120685,0.01565904424357,0.01565904424357,"FCAR/SPI1/ACE/SYK/CD177/ADAM17/DNASE1/WDR1/IRAK4/TREM1/STXBP2/F2RL1/AZU1/STXBP3/ANXA3/IL6",16
"BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","16/4439","33/18842",0.484848484848485,2.05801197375876,3.37701326378552,0.00153394719120685,0.01565904424357,0.01565904424357,"TRIM39/TAOK3/MRNIP/MRE11/BRCC3/CDKN1A/TOPBP1/BRCA1/FZR1/ATM/CDK1/MBTPS2/NOP53/TAOK1/TAOK2/ABRAXAS1",16
"BP","GO:0045017","glycerolipid biosynthetic process","80/4439","251/18842",0.318725099601594,1.35287639709241,3.12446858823088,0.00153998059004972,0.0156933897218239,0.0156933897218239,"INPP5D/SBF1/HDHD5/PIGM/SMG1/PIGQ/PNPLA2/KAT5/MTMR14/TTC7B/CTDNEP1/IMPA2/PLIN5/TAMM41/ETNK1/PDGFB/INPP5F/PTEN/SLC27A1/NR1H2/MTMR6/INPP1/APOA2/MTMR12/GPAM/INPP4A/INPP5K/ACSL1/DGAT1/MFSD2A/IP6K1/ARV1/PCYT2/DGKD/LPGAT1/PIGC/MTMR9/EFR3A/PGAP3/PLD2/MTMR1/SYNJ2/CRLS1/PLEKHA8/SLC30A5/FBXW7/BPNT1/PIP4K2A/GPAA1/GNPAT/PGS1/PITPNM1/PIGF/SACM1L/FAR1/VAC14/MBOAT7/PIGV/ATM/FIG4/ABHD4/PIP4K2B/PIK3C3/PIGA/AGPAT5/DGKA/TMX1/LPCAT1/INPPL1/PGAP2/PI4KB/PDGFA/PISD/DGAT2/STARD7/LPIN1/PI4K2A/SREBF1/LDLR/CEPT1",80
"BP","GO:0031396","regulation of protein ubiquitination","58/4439","172/18842",0.337209302325581,1.43133536256333,3.154824437191,0.00155016176923643,0.0157698117700869,0.0157698117700869,"RASSF1/DDX3X/SPRTN/TSPYL5/RPS2/HUWE1/DERL1/UBXN1/TNFAIP3/FBXO4/HDAC8/SQSTM1/SIRT7/MAD2L2/DNAJB2/PRICKLE1/FANCI/DNAJA3/SIAH2/HSPA1B/CTNNB1/BCL10/IVNS1ABP/UBE2V2/DAXX/SPRY2/STUB1/SPHK1/FBXO33/GTPBP4/FBXW7/DTX3L/ADGRB1/CEP78/TRIB3/ARRB2/PER2/FANCM/BIRC3/FZR1/LAPTM5/CDK1/AKT1/PHF23/LRRK2/NDFIP1/TAF1/MYCBP2/HSP90AA1/KDM1A/PEF1/CEP63/RIPK2/MTA1/HSPA1A/UBE2S/HAMP/WNK1",58
"BP","GO:0000280","nuclear division","126/4439","422/18842",0.298578199052133,1.26735986180227,3.08372532601486,0.00155858068459255,0.0158280732735823,0.0158280732735823,"TGFB1/IL1A/ZSCAN21/LSM14A/RGCC/SYCP3/WASHC5/REEP3/PPP2R2D/FIGNL1/EREG/NCAPD3/SMC1A/KAT5/BAZ1B/PSRC1/RRS1/MAP10/RAD51D/ESPL1/AKAP8/PDGFB/BUB3/SIRT2/RMI1/RB1/NSFL1C/ANAPC7/PTEN/RAD21/SIRT7/DYNLT1/MAD2L2/ORC4/MRE11/EML3/PRICKLE1/NAT9/EDN1/PPP1R9B/ANKLE2/NDEL1/H3-3B/SMC2/SHOC1/HSPA1B/CHMP1B/INCENP/CHEK2/IL1B/UBXN2B/APC/RMDN1/DYNC1H1/TTK/SPAST/REC8/RACGAP1/RIPOR2/KIF2A/SMC3/H3-3A/EPS8/MAPRE1/EPGN/CEP192/USP16/TENT4A/GEN1/DYNLT3/MKI67/ZW10/DYNC1LI1/TNF/CENPC/NME6/SPAG5/SPIRE2/KLHDC8B/HNRNPU/CCNA1/TEX14/PHF13/CHMP1A/FANCM/CCDC66/ATM/NIPBL/KNSTRN/FLNA/CHMP7/CDK1/MARF1/RHOA/RAD50/CEP97/KIF23/DRG1/NCAPH2/BAG6/PPP1CC/KLHDC3/NSL1/PIBF1/EME2/MEI1/CHMP4BP1/CHMP2A/MIS12/DYNC1I2/NCAPD2/CLASP1/PIN1/HSPA1A/UBE2S/ABRAXAS1/CDC23/SGO2/ERCC4/BORA/TOP2B/TPR/KIF11/DYNLL1/NDC80/CHMP4B",126
"BP","GO:0098534","centriole assembly","22/4439","51/18842",0.431372549019608,1.83102535900596,3.29907725305305,0.00156208103407852,0.0158362697937615,0.0158362697937615,"CCDC57/CEP295NL/CEP135/TRIM37/POC5/CEP295/WDR90/CCP110/CEP152/CEP76/CEP192/KIAA0753/PLK4/BRCA1/RBM14/CEP44/CEP63/CEP120/PPP1R35/CHMP2A/SASS6/ALMS1",22
"BP","GO:0002752","cell surface pattern recognition receptor signaling pathway","32/4439","83/18842",0.385542168674699,1.63649144901299,3.22622643144257,0.00158683017911716,0.0160594861501014,0.0160594861501014,"RELA/MAP3K7/TNFAIP3/SQSTM1/SCIMP/SYK/ZNRF1/CYBA/CLEC7A/NINJ1/FFAR2/APPL1/ACOD1/IRAK4/TLR2/NR1D1/TICAM1/IFI35/CD14/IRAK1/TNIP3/F2RL1/TNIP2/LYN/TLR4/NFKBIA/PJA2/IRAK2/RIPK2/MYD88/TLR5/LTF",32
"BP","GO:0010883","regulation of lipid storage","21/4439","48/18842",0.4375,1.85703424194638,3.30048108722016,0.00159797050408057,0.0161444442680305,0.0161444442680305,"ZC3H12A/HILPDA/PPARD/PPARA/PNPLA2/CLSTN3/PLIN5/NR1H2/SREBF2/MSR1/FBXW7/IKBKE/TNF/PLIN3/ABCA1/PPARG/FTO/NFKBIA/PLIN2/IL6/EHD1",21
"BP","GO:0032886","regulation of microtubule-based process","84/4439","266/18842",0.315789473684211,1.34041569343498,3.1041475556698,0.00161572789772338,0.0162958491228362,0.0162958491228362,"LAMP1/MAP1S/HAUS1/HAUS7/CEP295NL/ARHGEF2/FNTA/PSRC1/TRIM37/MAP10/ATF5/BBS2/CYLD/PAK1/HDAC6/HAUS6/TOGARAM1/FNTB/MECP2/SKP1/PRKAA1/EML3/TACC3/PRUNE1/CDK5R1/CEP295/NAT9/BICD2/HAUS8/DNAAF1/PPP2CA/ROCK2/HSPA1B/CHMP1B/CLIP3/PDCD6IP/PPP2CB/CKAP2/APC/DYNC1H1/SPAST/CEP76/RIPOR2/MAPRE1/CCNL1/MACF1/HAUS5/GEN1/PLK4/SPAG5/TRIM58/BRCA1/HNRNPU/CHMP1A/CIB1/SENP6/TPPP/CHMP7/RBM14/RHOA/KLHL42/DYRK1A/CEP97/GRK2/DRG1/TAOK1/CDK11B/CEP120/PPP1R35/CHMP4BP1/CHMP2A/SASS6/CLASP1/HSPA1A/GPSM2/ALMS1/BORA/TPR/FKBP4/MARK2/CAMSAP2/PDE4DIP/CHMP4B/CKAP5",84
"BP","GO:2000785","regulation of autophagosome assembly","20/4439","45/18842",0.444444444444444,1.88651097594553,3.30532501281907,0.00162228767755658,0.0163145684962699,0.0163145684962699,"RALB/TBC1D14/RAB3GAP2/ATG2A/SNX4/CHEK2/RAB1B/MTOR/USP33/PIP4K2A/RAB5A/ATM/PIP4K2B/PHF23/SMCR8/TBC1D12/LRRK2/MOAP1/WIPI1/ULK1",20
"BP","GO:1902410","mitotic cytokinetic process","18/4439","39/18842",0.461538461538462,1.95906909040498,3.32840903236986,0.00162313309019012,0.0163145684962699,0.0163145684962699,"MITD1/ECT2/ARF1/CHMP1B/PDCD6IP/IST1/KLHDC8B/IQGAP2/RAB11FIP3/CHMP1A/CHMP7/ARF6/RHOA/EXOC7/CHMP4BP1/CHMP2A/IQGAP3/CHMP4B",18
"BP","GO:0002673","regulation of acute inflammatory response","19/4439","42/18842",0.452380952380952,1.92019867194456,3.31432726602995,0.00163188381852831,0.0163745338787483,0.0163745338787483,"ADAM8/SELENOS/CCR7/NLRP3/HLA-E/C2CD4B/FFAR2/FFAR3/DNASE1/IL1B/FCGR2B/EDNRB/PTGS2/PTGES/TNF/F12/FUT7/PTGER3/IL6",19
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","45/4439","127/18842",0.354330708661417,1.50400973475973,3.16383580377664,0.00165073521356262,0.0165162077702967,0.0165162077702967,"IL1A/ICAM1/RELA/DDX3X/BCL2/ARHGEF2/MIR221/CSF2/ZMYND11/TNFAIP3/CYLD/GPX1/PML/TRAF1/GRINA/BIRC6/MCL1/SIAH2/HSPA1B/G0S2/BCL10/TMBIM1/IL1B/FEM1B/LTB/BID/HTRA2/LGALS3/TNFRSF12A/RNF34/TNF/PAK2/STX4/BRCA1/ATF3/AKT1/MAPK7/IFI6/SRC/TLR4/SERPINE1/HSPA1A/THBS1/TNFSF10/PMAIP1",45
"BP","GO:1902074","response to salt","12/4439","22/18842",0.545454545454545,2.31526347047861,3.4267494852193,0.00165442965590217,0.0165162077702967,0.0165162077702967,"TGFB1/ZC3H12A/FGFR1/ALPL/MAPK13/HSF1/HNRNPD/EDN1/DAXX/EDNRB/XPO1/HNRNPA1",12
"BP","GO:1902774","late endosome to lysosome transport","12/4439","22/18842",0.545454545454545,2.31526347047861,3.4267494852193,0.00165442965590217,0.0165162077702967,0.0165162077702967,"VPS35/SNAPIN/VPS41/CHMP1B/PLEKHM1/ARL8B/CHMP1A/CHMP7/LRRK2/CHMP4BP1/CHMP2A/CHMP4B",12
"BP","GO:0009141","nucleoside triphosphate metabolic process","82/4439","259/18842",0.316602316602317,1.34386592688012,3.09349330152488,0.00167920179350938,0.0166859883529086,0.0166859883529086,"TGFB1/ZBTB7A/AMPD2/FIGNL1/PFKFB3/PPARA/PRXL2C/ATP6V1A/AK2/GIMAP7/PKM/NDUFS2/PFKP/IMPDH1/ATP5F1A/PARP1/NUDT16/CLPX/GTPBP1/GAPDH/HK3/HDAC4/ATP6V0C/HK1/PRKAA1/NCOR1/PFKFB4/NDUFB5/VPS9D1/SAMHD1/PPP2CA/PGK1/HSPA1B/MLXIPL/GNAI3/MT-ND2/ATP5F1D/CAD/MTOR/NDUFS7/NDUFA8/TIGAR/MT-ND5/GUK1/PFKL/CMPK2/NDUFA11/COX11/NME6/FOXK2/NDUFS1/NMNAT1/MT-ND6/NDUFB1/MT-ND4/BPGM/TMSB4X/ENTPD4/SRC/RAB23/LRRK2/DHTKD1/HIF1A/MT-ATP8/PARG/MT-ND1/ATP1B1/NUDT2/ENTPD2/SDHD/HSPA8/MT-ND3/MT-ATP6/DNM1L/GPI/SLC2A6/HSPA1A/VCP/ENO1/SMPDL3A/NDUFV3/EFL1",82
"BP","GO:0001909","leukocyte mediated cytotoxicity","47/4439","134/18842",0.350746268656716,1.48879504258388,3.15234381313879,0.00167994984777583,0.0166859883529086,0.0166859883529086,"TGFB1/INPP5D/LAMP1/ICAM1/CD1A/ULBP1/HCST/IL23A/HAVCR2/PIK3R6/SPI1/CD226/STX7/HLA-B/NECTIN4/KLRD1/HLA-E/HLA-A/SLAMF7/MICA/DNASE1/FCGR1A/LGALS9/FCGR2B/HLA-C/NFKBIZ/HLA-DRA/AP1G1/TUBB4B/HLA-F/SERPINB9/IL12RB1/TREM1/ARRB2/ARL8B/PIK3C3/STXBP2/F2RL1/PLEKHM2/NECTIN2/AZU1/CRTAM/ULBP2/FCGR2C/FCGR3B/VAV1/CD160",47
"BP","GO:0044409","symbiont entry into host","47/4439","134/18842",0.350746268656716,1.48879504258388,3.15234381313879,0.00167994984777583,0.0166859883529086,0.0166859883529086,"CD80/LAMP1/ICAM1/TNFRSF14/TRIM5/ILF3/CD81/DAG1/CD55/TRIM25/TRIM21/SLAMF1/SLC3A2/DYNLT1/CBL/CCR5/NECTIN4/EXOC2/TNFRSF4/HSPA1B/CLEC5A/LGALS9/SLC7A1/JPT2/TRIM62/GAS6/EPS15/NUP153/TRIM11/CTSL/TFRC/CDK1/CXCL8/SRC/NECTIN2/MYH10/GRK2/EXOC7/XPR1/FURIN/ITGB7/LGALS1/HSPA1A/LDLR/CTSB/AXL/LRP1",47
"BP","GO:0002224","toll-like receptor signaling pathway","31/4439","80/18842",0.3875,1.64480175715251,3.20848273690816,0.00169408353816187,0.0167979952856523,0.0167979952856523,"RELA/MAP3K7/IKBKB/IRF1/HSP90B1/IRF7/MAPKAPK2/SCIMP/CACTIN/BCL10/NFKBIZ/TASL/IRAK3/IRAK4/TLR2/CCDC134/ARRB2/TICAM1/BIRC3/IRAK1/TNIP3/GDI1/TLR8/UNC93B1/MAPKAPK3/RNF115/TLR4/IRAK2/MYD88/TLR5/RPS6KA3",31
"BP","GO:0009755","hormone-mediated signaling pathway","69/4439","212/18842",0.325471698113208,1.38151334441294,3.10126803662283,0.00172224342966924,0.0170001870307237,0.0170001870307237,"RXRB/DHRS3/HDAC2/ZBTB7A/GHRL/RELA/PPARD/PIM1/PPARA/PGRMC2/PARP1/PRMT2/PAK1/HDAC6/NR1H2/RNF14/YWHAH/ZMIZ1/PAQR8/ADIPOR2/TRIP4/NCOR2/NCOA4/NCOR1/SSTR2/EZH2/KDM3A/NKX3-1/CNOT1/THRA/LANCL2/CDK12/ADIPOR1/LATS1/EGLN2/SMARCA4/DAXX/VPS11/WBP2/APPL1/PAGR1/GTF2H1/UFM1/TMF1/SSTR3/VDR/NR1D1/UBA5/BRCA1/DDX5/RARG/MN1/CYP27B1/ZDHHC7/ACTN4/THRB/SRC/NR4A3/ASXL1/TAF1/PPARG/RARA/VPS18/KDM1A/ZNF366/TRIM16/RXFP2/TRIM68/ESRRA",69
